CustomerID,Gender,Age,Education,Marital Status,Annual Income (k$),Spending Score (1-100),Cluster,Customer_Persona,Marketing_Playbook
178,M,27,Graduate,Married,88,69,2,"Premium High-Rollers (Mid-Age, High Earnings, High Spending Profile)","Enroll in elite concierge tiers, VIP product previews, and assign premium account managers."
180,M,35,Uneducated,Married,93,90,2,"Premium High-Rollers (Mid-Age, High Earnings, High Spending Profile)","Enroll in elite concierge tiers, VIP product previews, and assign premium account managers."
182,F,32,Graduate,Married,97,86,2,"Premium High-Rollers (Mid-Age, High Earnings, High Spending Profile)","Enroll in elite concierge tiers, VIP product previews, and assign premium account managers."
184,F,29,Graduate,Married,98,88,2,"Premium High-Rollers (Mid-Age, High Earnings, High Spending Profile)","Enroll in elite concierge tiers, VIP product previews, and assign premium account managers."
186,M,30,Uneducated,Single,99,97,2,"Premium High-Rollers (Mid-Age, High Earnings, High Spending Profile)","Enroll in elite concierge tiers, VIP product previews, and assign premium account managers."
188,M,28,College,Single,101,68,2,"Premium High-Rollers (Mid-Age, High Earnings, High Spending Profile)","Enroll in elite concierge tiers, VIP product previews, and assign premium account managers."
190,F,36,Post-Graduate,Married,103,85,2,"Premium High-Rollers (Mid-Age, High Earnings, High Spending Profile)","Enroll in elite concierge tiers, VIP product previews, and assign premium account managers."
192,F,32,Graduate,Unknown,103,69,2,"Premium High-Rollers (Mid-Age, High Earnings, High Spending Profile)","Enroll in elite concierge tiers, VIP product previews, and assign premium account managers."
194,F,38,Doctorate,Married,113,91,2,"Premium High-Rollers (Mid-Age, High Earnings, High Spending Profile)","Enroll in elite concierge tiers, VIP product previews, and assign premium account managers."
196,F,35,High School,Married,120,79,2,"Premium High-Rollers (Mid-Age, High Earnings, High Spending Profile)","Enroll in elite concierge tiers, VIP product previews, and assign premium account managers."
198,M,32,Uneducated,Married,126,74,2,"Premium High-Rollers (Mid-Age, High Earnings, High Spending Profile)","Enroll in elite concierge tiers, VIP product previews, and assign premium account managers."
200,M,30,College,Married,137,83,2,"Premium High-Rollers (Mid-Age, High Earnings, High Spending Profile)","Enroll in elite concierge tiers, VIP product previews, and assign premium account managers."
