CustomerID,Gender,Age,Education,Marital Status,Annual Income (k$),Spending Score (1-100),Cluster,Customer_Persona,Marketing_Playbook
40,F,20,Doctorate,Married,37,75,1,"Resourceful Trendsetters (Younger, Mid Earnings, High Spending Profile)","Engage via digital social campaigns, subscription flash sales, and buy-now-pay-later (BNPL) options."
42,M,24,Unknown,Married,38,92,1,"Resourceful Trendsetters (Younger, Mid Earnings, High Spending Profile)","Engage via digital social campaigns, subscription flash sales, and buy-now-pay-later (BNPL) options."
44,F,31,High School,Married,39,61,1,"Resourceful Trendsetters (Younger, Mid Earnings, High Spending Profile)","Engage via digital social campaigns, subscription flash sales, and buy-now-pay-later (BNPL) options."
46,F,24,Uneducated,Single,39,65,1,"Resourceful Trendsetters (Younger, Mid Earnings, High Spending Profile)","Engage via digital social campaigns, subscription flash sales, and buy-now-pay-later (BNPL) options."
48,F,27,Doctorate,Married,40,47,1,"Resourceful Trendsetters (Younger, Mid Earnings, High Spending Profile)","Engage via digital social campaigns, subscription flash sales, and buy-now-pay-later (BNPL) options."
49,F,29,High School,Married,40,42,1,"Resourceful Trendsetters (Younger, Mid Earnings, High Spending Profile)","Engage via digital social campaigns, subscription flash sales, and buy-now-pay-later (BNPL) options."
50,F,31,College,Single,40,42,1,"Resourceful Trendsetters (Younger, Mid Earnings, High Spending Profile)","Engage via digital social campaigns, subscription flash sales, and buy-now-pay-later (BNPL) options."
52,M,33,Graduate,Married,42,60,1,"Resourceful Trendsetters (Younger, Mid Earnings, High Spending Profile)","Engage via digital social campaigns, subscription flash sales, and buy-now-pay-later (BNPL) options."
53,F,31,High School,Married,43,54,1,"Resourceful Trendsetters (Younger, Mid Earnings, High Spending Profile)","Engage via digital social campaigns, subscription flash sales, and buy-now-pay-later (BNPL) options."
59,F,27,Graduate,Married,46,51,1,"Resourceful Trendsetters (Younger, Mid Earnings, High Spending Profile)","Engage via digital social campaigns, subscription flash sales, and buy-now-pay-later (BNPL) options."
62,M,19,Graduate,Married,46,55,1,"Resourceful Trendsetters (Younger, Mid Earnings, High Spending Profile)","Engage via digital social campaigns, subscription flash sales, and buy-now-pay-later (BNPL) options."
66,M,18,Uneducated,Single,48,59,1,"Resourceful Trendsetters (Younger, Mid Earnings, High Spending Profile)","Engage via digital social campaigns, subscription flash sales, and buy-now-pay-later (BNPL) options."
69,M,19,Graduate,Married,48,59,1,"Resourceful Trendsetters (Younger, Mid Earnings, High Spending Profile)","Engage via digital social campaigns, subscription flash sales, and buy-now-pay-later (BNPL) options."
70,F,32,Doctorate,Married,48,47,1,"Resourceful Trendsetters (Younger, Mid Earnings, High Spending Profile)","Engage via digital social campaigns, subscription flash sales, and buy-now-pay-later (BNPL) options."
76,M,26,Graduate,Single,54,54,1,"Resourceful Trendsetters (Younger, Mid Earnings, High Spending Profile)","Engage via digital social campaigns, subscription flash sales, and buy-now-pay-later (BNPL) options."
79,F,23,Graduate,Divorced,54,52,1,"Resourceful Trendsetters (Younger, Mid Earnings, High Spending Profile)","Engage via digital social campaigns, subscription flash sales, and buy-now-pay-later (BNPL) options."
82,M,38,Unknown,Unknown,54,55,1,"Resourceful Trendsetters (Younger, Mid Earnings, High Spending Profile)","Engage via digital social campaigns, subscription flash sales, and buy-now-pay-later (BNPL) options."
85,F,21,Graduate,Divorced,54,57,1,"Resourceful Trendsetters (Younger, Mid Earnings, High Spending Profile)","Engage via digital social campaigns, subscription flash sales, and buy-now-pay-later (BNPL) options."
88,F,22,Uneducated,Single,57,55,1,"Resourceful Trendsetters (Younger, Mid Earnings, High Spending Profile)","Engage via digital social campaigns, subscription flash sales, and buy-now-pay-later (BNPL) options."
89,F,34,High School,Single,58,60,1,"Resourceful Trendsetters (Younger, Mid Earnings, High Spending Profile)","Engage via digital social campaigns, subscription flash sales, and buy-now-pay-later (BNPL) options."
92,M,18,High School,Single,59,41,1,"Resourceful Trendsetters (Younger, Mid Earnings, High Spending Profile)","Engage via digital social campaigns, subscription flash sales, and buy-now-pay-later (BNPL) options."
95,F,32,Unknown,Married,60,42,1,"Resourceful Trendsetters (Younger, Mid Earnings, High Spending Profile)","Engage via digital social campaigns, subscription flash sales, and buy-now-pay-later (BNPL) options."
96,M,24,Graduate,Married,60,52,1,"Resourceful Trendsetters (Younger, Mid Earnings, High Spending Profile)","Engage via digital social campaigns, subscription flash sales, and buy-now-pay-later (BNPL) options."
98,F,27,Doctorate,Married,60,50,1,"Resourceful Trendsetters (Younger, Mid Earnings, High Spending Profile)","Engage via digital social campaigns, subscription flash sales, and buy-now-pay-later (BNPL) options."
100,M,20,Unknown,Married,61,49,1,"Resourceful Trendsetters (Younger, Mid Earnings, High Spending Profile)","Engage via digital social campaigns, subscription flash sales, and buy-now-pay-later (BNPL) options."
101,F,23,College,Single,62,41,1,"Resourceful Trendsetters (Younger, Mid Earnings, High Spending Profile)","Engage via digital social campaigns, subscription flash sales, and buy-now-pay-later (BNPL) options."
104,M,26,Graduate,Single,62,55,1,"Resourceful Trendsetters (Younger, Mid Earnings, High Spending Profile)","Engage via digital social campaigns, subscription flash sales, and buy-now-pay-later (BNPL) options."
106,F,21,Post-Graduate,Married,62,42,1,"Resourceful Trendsetters (Younger, Mid Earnings, High Spending Profile)","Engage via digital social campaigns, subscription flash sales, and buy-now-pay-later (BNPL) options."
112,F,19,Unknown,Married,63,54,1,"Resourceful Trendsetters (Younger, Mid Earnings, High Spending Profile)","Engage via digital social campaigns, subscription flash sales, and buy-now-pay-later (BNPL) options."
114,M,19,Uneducated,Married,64,46,1,"Resourceful Trendsetters (Younger, Mid Earnings, High Spending Profile)","Engage via digital social campaigns, subscription flash sales, and buy-now-pay-later (BNPL) options."
115,F,18,Graduate,Single,65,48,1,"Resourceful Trendsetters (Younger, Mid Earnings, High Spending Profile)","Engage via digital social campaigns, subscription flash sales, and buy-now-pay-later (BNPL) options."
116,F,19,Graduate,Single,65,50,1,"Resourceful Trendsetters (Younger, Mid Earnings, High Spending Profile)","Engage via digital social campaigns, subscription flash sales, and buy-now-pay-later (BNPL) options."
121,M,27,Graduate,Single,67,56,1,"Resourceful Trendsetters (Younger, Mid Earnings, High Spending Profile)","Engage via digital social campaigns, subscription flash sales, and buy-now-pay-later (BNPL) options."
